FIPS,RUCC_2013,Description,IsMetro,RUCC_2013_Factor
1001,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
1003,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
1005,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
1007,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
1009,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
1011,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
1013,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
1015,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
1017,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
1019,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
1021,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
1023,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
1025,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
1027,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
1029,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
1031,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
1033,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
1035,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
1037,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
1039,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
1041,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
1043,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
1045,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
1047,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
1049,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
1051,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
1053,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
1055,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
1057,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
1059,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
1061,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
1063,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
1065,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
1067,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
1069,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
1071,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
1073,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
1075,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
1077,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
1079,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
1081,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
1083,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
1085,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
1087,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
1089,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
1091,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
1093,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
1095,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
1097,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
1099,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
1101,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
1103,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
1105,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
1107,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
1109,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
1111,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
1113,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
1115,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
1117,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
1119,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
1121,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
1123,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
1125,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
1127,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
1129,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
1131,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
1133,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
2013,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
2016,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
2020,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
2050,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
2060,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
2068,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
2070,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
2090,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
2100,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
2105,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
2110,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",FALSE,Nonmetro Urban 20K+ NonAdj
2122,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
2130,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
2150,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
2164,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
2170,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
2180,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
2185,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
2188,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
2195,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
2198,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
2220,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
2230,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
2240,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
2261,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
2270,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
2275,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
2282,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
2290,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
4001,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
4003,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
4005,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
4007,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
4009,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
4011,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
4012,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
4013,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
4015,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
4017,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
4019,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
4021,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
4023,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
4025,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
4027,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
5001,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5003,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
5005,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
5007,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
5009,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
5011,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
5013,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
5015,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5017,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
5019,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
5021,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
5023,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5025,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
5027,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
5029,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5031,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
5033,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
5035,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
5037,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5039,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5041,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5043,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5045,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
5047,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5049,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
5051,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
5053,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
5055,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
5057,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5059,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5061,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5063,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
5065,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
5067,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5069,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
5071,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
5073,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
5075,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5077,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
5079,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
5081,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
5083,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5085,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
5087,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
5089,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
5091,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
5093,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
5095,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
5097,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
5099,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
5101,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
5103,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
5105,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
5107,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5109,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
5111,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
5113,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
5115,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",FALSE,Nonmetro Urban 20K+ NonAdj
5117,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
5119,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
5121,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
5123,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5125,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
5127,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5129,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
5131,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
5133,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
5135,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
5137,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
5139,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
5141,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
5143,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
5145,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
5147,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
5149,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
6001,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
6003,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
6005,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
6007,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
6009,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
6011,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
6013,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
6015,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
6017,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
6019,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
6021,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
6023,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",FALSE,Nonmetro Urban 20K+ NonAdj
6025,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
6027,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
6029,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
6031,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
6033,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
6035,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
6037,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
6039,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
6041,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
6043,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
6045,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
6047,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
6049,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
6051,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
6053,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
6055,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
6057,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
6059,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
6061,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
6063,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
6065,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
6067,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
6069,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
6071,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
6073,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
6075,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
6077,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
6079,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
6081,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
6083,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
6085,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
6087,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
6089,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
6091,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
6093,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
6095,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
6097,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
6099,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
6101,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
6103,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
6105,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
6107,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
6109,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
6111,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
6113,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
6115,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
8001,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
8003,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
8005,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
8007,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
8009,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
