FIPS,RUCC_2013,Description,IsMetro,RUCC_2013_Factor
39027,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39029,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39031,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39033,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39035,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39037,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39039,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39041,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39043,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39045,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39047,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39049,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39051,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
39053,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39055,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39057,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
39059,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39061,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39063,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39065,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39067,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39069,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39071,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39073,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39075,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
39077,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39079,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
39081,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
39083,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39085,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39087,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
39089,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39091,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39093,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39095,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
39097,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39099,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
39101,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39103,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39105,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39107,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
39109,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
39111,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
39113,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
39115,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39117,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39119,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39121,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
39123,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39125,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39127,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39129,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39131,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
39133,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
39135,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39137,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39139,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
39141,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39143,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39145,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39147,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39149,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39151,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
39153,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
39155,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
39157,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39159,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39161,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39163,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
39165,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39167,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39169,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39171,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39173,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
39175,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
40001,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40003,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
40005,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
40007,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
40009,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
40011,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40013,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40015,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40017,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
40019,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",FALSE,Nonmetro Urban 20K+ NonAdj
40021,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40023,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
40025,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
40027,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
40029,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
40031,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
40033,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
40035,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40037,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
40039,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
40041,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40043,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
40045,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
40047,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",FALSE,Nonmetro Urban 20K+ NonAdj
40049,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40051,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
40053,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
40055,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
40057,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
40059,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
40061,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40063,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
40065,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
40067,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
40069,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
40071,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",FALSE,Nonmetro Urban 20K+ NonAdj
40073,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40075,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40077,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
40079,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
40081,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
40083,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
40085,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
40087,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
40089,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
40091,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40093,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
40095,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40097,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40099,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
40101,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
40103,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40105,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40107,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40109,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
40111,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
40113,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
40115,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40117,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
40119,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
40121,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",FALSE,Nonmetro Urban 20K+ NonAdj
40123,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
40125,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
40127,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
40129,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
40131,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
40133,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
40135,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
40137,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
40139,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
40141,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
40143,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
40145,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
40147,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
40149,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
40151,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
40153,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
