FIPS,CENSUS_2020_POP,NET_MIG_2020,R_BIRTH_2020,R_DEATH_2020
2060,844,-11,2.3696682464454977,2.3696682464454977
2063,7102,-29,2.393691917769642,1.1264432554210082
2066,2617,0,1.5284677111196026,2.292701566679404
2068,1619,-12,1.8529956763434219,0
2070,4857,-26,3.911879761169446,1.6471072678608194
2090,95655,-510,3.512623490669594,1.1917829700486122
2100,2080,9,2.8846153846153846,3.8461538461538463
2105,2365,-1,2.1141649048625792,2.959830866807611
2110,32255,-75,2.170206169586111,1.4261354828708726
2122,58799,95,2.534056701644586,1.8877872072654298
2130,13948,-48,3.0111843991970177,2.150845999426441
2150,13101,-76,3.2821921990687732,0.9922906648347455
2158,8368,-41,7.52868068833652,2.1510516252390057
2164,1476,-20,3.3875338753387534,4.065040650406504
2170,107081,244,3.1658277378806696,1.5315508820425658
2180,10046,-42,4.778021102926538,2.4885526577742385
2185,11031,-51,3.082222826579639,0.8158825129181398
2188,7793,-24,4.876170922622867,1.6681637366867703
2195,3398,2,3.825779870512066,2.64861683343143
2198,5753,-16,1.9120458891013383,1.564401181992004
2220,8458,-29,2.0099314258689995,0.827618822416647
2230,1240,-2,0,1.6129032258064515
2240,6808,3,3.8190364277320796,2.3501762632197414
2275,2127,2,1.8805829807240244,2.3507287259050305
2282,662,21,1.5105740181268883,0
2290,5343,-40,3.3688938798427848,2.807411566535654
4001,66021,-48,3.5291801093591437,4.756062464973266
4003,125447,106,2.5429065661195565,2.8777093115020684
4005,145101,-17,2.308736673075995,1.991716114981978
4007,53272,207,2.0648746057966663,3.9983481003153623
4009,38533,64,2.7768406301092567,1.9723354008252667
4011,9563,-44,3.3462302624699363,1.882254522639339
4012,16557,72,2.3554991846348976,4.710998369269795
4013,4420568,18817,2.6234185290216097,2.1804890231300593
4015,213267,1735,1.8755831891478756,4.763981300435604
4017,106717,157,2.9798438861662153,4.076201542397182
4019,1043433,2323,2.2531393965879936,2.869374459117164
4021,425264,4621,2.513732646073968,2.4808119191843185
4023,47669,-15,3.1047431244624386,1.971931443915333
4025,236209,1671,1.7188168105364319,3.6874124186631327
4027,203881,584,3.168514967064121,2.8055581442115742
5001,17149,-22,3.032246778237798,4.140183101055455
5003,19062,-69,2.0984156961494076,3.252544329031581
5005,41627,198,1.8497609724457684,4.708482475316502
5007,284333,1988,3.221574702901176,1.7268484488258484
5009,37373,37,2.434912905038397,3.237631445160945
5011,10545,-33,2.655286865813182,4.172593646277857
5013,4739,0,3.3762397130196242,4.642329605401984
5015,28260,-22,2.9723991507431,2.9723991507431
5017,10208,-41,2.74294670846395,3.6246081504702192
5019,21446,-50,2.797724517392521,3.170754453044857
5021,14552,-14,2.7487630566245187,3.22979659153381
5023,24711,33,1.9424547772247176,3.6016348994374976
5025,7550,14,2.119205298013245,3.7086092715231787
5027,22801,-36,2.499890355686154,3.4647603175299326
5029,20715,34,2.2206130823075063,2.9447260439295198
5031,111231,276,3.2005466102075864,2.373439059255064
5033,60133,4,2.860326276753197,2.7938070610147507
5035,48163,-85,3.239000892801528,3.239000892801528
5037,16833,-36,2.970355848630666,2.6733202637675992
5039,6482,-23,2.314100586238815,4.165381055229868
5041,11395,-57,2.369460289600702,3.4225537516454585
5043,17350,-34,3.6887608069164264,3.7463976945244957
5045,123498,156,3.0688756093216085,2.0243242805551507
5047,17097,51,2.749020295958355,3.626367198923788
5049,12075,-6,2.153209109730849,3.4782608695652177
5051,100180,206,2.295867438610501,3.52365741665003
5053,17958,50,2.561532464639715,2.1717340461075842
5055,45736,82,3.301556760538744,2.514430645443414
5057,20065,-71,2.691253426364316,3.040119611263394
5059,33040,52,2.2397094430992737,3.056900726392252
5061,12785,-22,2.3464998044583494,2.9722330856472428
5063,37938,-9,2.8731087563920084,2.7149559808107964
5065,13577,43,2.4305811298519555,3.5353907343301167
5067,16755,6,2.447030737093405,3.3422858848105044
5069,67260,-337,2.943800178412132,3.820993160868272
5071,25749,-33,2.951570934793584,2.757388636451901
5073,6308,-1,2.2194039315155356,3.963221306277742
5075,16216,19,2.3433645781943757,3.823384311790824
5077,8600,-50,2.674418604651163,4.186046511627907
5079,12941,-23,2.086392087164825,3.940962831311336
5081,12026,-33,2.4114418759354734,3.9081989023781807
5083,21131,0,2.082248828735034,3.5492877762528985
5085,74015,34,2.3643855975140173,2.621090319529825
5087,16521,24,2.360631923007082,2.360631923007082
5089,16826,89,1.5452276239153693,3.6847735647212647
5091,42600,-16,3.0985915492957745,3.262910798122066
5093,40685,-141,3.416492564827332,3.3181762320265453
5095,6799,-26,3.5299308721870863,3.088689513163701
5097,8484,10,2.710985384252711,3.536067892503536
5099,8310,-14,1.9253910950661852,3.6101083032490977
5101,7225,-12,2.0761245674740487,4.567474048442907
5103,22650,-24,3.0905077262693155,3.7086092715231787
5105,10019,-9,2.295638287254217,3.6929833316698275
5107,16568,-85,2.4142926122646062,4.526798647996137
5109,10171,-4,2.6546062334087113,3.0478812309507424
5111,22965,-26,3.5271064663618548,2.917483126496843
5113,19221,-25,2.7053743301597213,3.3817179126996515
5115,63381,10,2.7610798188731636,2.8715230116280903
5117,8282,-19,1.8111567254286405,3.984544795943009
5119,399125,-99,2.97651111807078,2.7184466019417477
5121,18571,21,2.9077594098325346,3.176996392224436
5123,23090,-53,2.59852750108272,3.421394543092248
5125,123416,353,2.6900888053412846,2.390289751733973
5127,9836,-6,3.3550223668157786,3.253355022366816
5129,7828,10,3.193663771078181,3.065917220235054
5131,127799,-62,2.9186456858034884,2.6291285534315607
5133,15839,-67,3.0304943493907444,2.5254119578256202
5135,17271,63,2.6055237102657633,3.7056337212668633
5137,12359,32,2.0228173800469293,4.85476171211263
5139,39054,-71,2.53495160546935,3.8152301940902342
5141,15796,33,2.279057989364396,4.051658647758926
5143,245871,608,3.013775516429347,1.8993699948346898
5145,76822,35,2.6034208950561037,2.9288485069381167
5147,6269,-32,2.0736959642686235,3.9878768543627374
5149,20263,-42,2.8130089325371364,2.862359966441297
6001,1682353,-3685,2.5963635455816942,1.6375873553291134
6003,1204,3,2.491694352159468,2.491694352159468
6005,40474,135,1.33418985027425,3.113109650639917
6007,211632,-1306,2.305889468511378,2.4287442352763287
6009,45292,122,1.9429479819835733,2.8261061556124702
6011,21839,-4,2.9305371125051516,1.7400064105499335
6013,1165927,-869,2.520741006941258,1.8448839421335985
6015,27743,-119,2.5952492520635837,2.5952492520635837
6017,191185,31,2.0660616680178885,2.1340586343070846
6019,1008654,-823,3.290523806974443,1.8579215469328432
6021,28917,-53,3.1815195213888026,1.9019953660476536
6023,136463,-182,2.183742113246814,2.4548778789855126
6025,179702,-226,2.982715829540016,2.403979922315834
6027,19016,-7,1.472444257467396,2.892301220025242
6029,909235,-3914,3.2378867949430012,1.8927999912013946
6031,152486,-10,3.6659103130779216,1.6329367941975002
6033,68163,49,2.4646802517494826,2.714082420081276
6035,32730,-351,2.047051634586007,1.7720745493431103
6037,10014009,-25335,2.3733751387681,1.9894130312844736
6039,156255,-120,3.110300470384948,1.8111420434546095
6041,262321,-876,1.9327465204844445,2.016613233404874
6043,17131,3,2.1014535053411945,2.5684431731947934
6045,91601,-199,2.3908035938472287,2.5327234418838223
6047,281202,126,3.2218832013997054,1.877653786246186
6049,8700,-11,1.7241379310344827,3.103448275862069
6051,13195,-13,3.3345964380447137,0.5305039787798408
6053,439035,-1393,3.316364298973886,1.5784618538385322
6055,138019,-474,2.1663683985538222,2.3909751555945196
6057,102241,117,2.0050664606175603,2.650600052816385
6059,3186989,-4147,2.394736850362521,1.6611290468840652
6061,404739,1077,2.1940065078976825,2.0531750090799257
6063,19790,-17,1.6169782718544718,3.2339565437089437
6065,2418185,2434,2.637101793287114,1.9957116597778914
6067,1585055,-486,2.837125525612676,1.9412575588859693
6069,64209,251,2.6476039184537994,1.5885623510722795
6071,2181654,-1335,2.985349647560979,1.8394300837804713
6073,3298634,-6744,2.779938604889175,1.802261178415065
6075,873965,-3660,2.4005537979209697,1.8318811394048962
6077,779233,210,3.0722518168506725,1.9275364364702214
6079,282424,-515,2.1527915474605557,2.156332323032037
6081,764442,-2437,2.4723916268336903,1.7254415639119776
6083,448229,-423,2.9627712620111595,1.827191011737304
6085,1936259,-6908,2.5213569052487297,1.4269785188861615
6087,270861,-552,2.0379456621662033,1.4915399411506272
6089,182155,-91,2.525321841289012,3.0907743405341606
6091,3236,-4,1.854140914709518,2.472187886279357
6093,44076,-37,2.0873037480715126,3.153643706325438
6095,453491,-991,2.66598455096132,2.0948596554286634
6097,488863,-663,2.3544428602696463,2.2010256452216677
6099,552878,-460,3.185151154504249,1.9009618758568798
6101,99633,-222,2.9608663796131802,2.2582879166541208
6103,65829,-136,2.5976393382855583,2.6584028315787873
6105,16112,-5,1.1171797418073486,2.1722939424031775
6107,473117,-46,3.38182732812391,1.942437071591171
6109,55620,-132,1.8878101402373249,3.4699748291981303
6111,843843,-1079,2.39736538668923,1.816688649428863
6113,216403,-282,2.324367037425544,1.7467410340891762
6115,81575,235,3.50597609561753,1.814281336193687
8001,519572,89,3.1622181333867108,1.857297929834556
8003,16376,-18,3.2975085490962384,2.5647288715192964
8005,655070,-447,2.906559604317096,2.265406750423619
8007,13359,73,2.0959652668612923,1.7965416573096789
8009,3506,-13,1.426126640045636,5.704506560182544
8011,5650,-132,1.238938053097345,3.7168141592920354
8013,330758,0,1.8835523252649973,1.7263376849539542
8014,74112,410,2.023963730569948,2.0104706390328153
8015,19476,44,1.6943930991990142,3.4401314438283013
8017,1748,-7,4.576659038901602,2.860411899313501
8019,9397,6,1.5962541236564862,2.0219218899648825
8021,7461,-9,3.886878434526203,4.0209087253719336
8023,3499,10,1.7147756501857674,3.1437553586739067
8025,5922,-177,0.6754474839581223,2.8706518068220195
8027,4704,23,1.7006802721088434,2.1258503401360547
8029,31196,-82,2.1156558533145278,3.3017053468393383
8031,715522,1607,2.989425901649425,2.2207563149700498
8033,2326,14,1.2897678417884781,4.299226139294927
8035,357978,2003,2.5811642056215742,1.4665705713758947
8037,55731,-144,2.2608602034774186,0.7177333979293391
8039,26062,162,1.9185020336121557,1.4964315862174813
8041,730395,961,3.016176178643063,1.822301631309086
8043,48939,-12,2.0024928993236477,3.0037393489854716
8045,61685,-9,2.9180513901272596,1.3617573153927212
8047,5808,7,2.9269972451790633,1.5495867768595042
8049,15717,7,2.4813895781637716,0.8271298593879239
8051,16918,24,1.7732592505024234,1.5368246837687671
8053,788,7,0,2.5380710659898473
8055,6820,25,2.346041055718475,4.105571847507331
8057,1379,-2,2.1754894851341553,2.1754894851341553
8059,582910,-64,2.5046748211559247,2.2919490144276136
8061,1446,8,0,2.074688796680498
8063,7087,-13,2.8220685762664033,3.6686891491463243
8065,7436,-30,2.017213555675094,1.0758472296933834
8067,55638,1,2.138825982242352,1.8512527409324564
8069,359066,659,2.200152618181616,1.8158221608283713
8071,14555,-36,2.0611473720371003,3.8474750944692544
8073,5675,-6,1.762114537444934,2.995594713656388
8075,21528,-268,2.787068004459309,2.554812337421033
8077,155703,335,2.536881113401797,2.7295556283437055
8079,865,8,1.1560693641618498,2.3121387283236996
8081,13292,-24,2.3322299127294612,2.482696358712007
8083,25849,31,2.398545398274595,2.205114317768579
8085,42679,177,2.22591907026875,2.811687246655264
8087,29111,-49,4.087801861839167,3.5381814434406236
8089,18690,-4,1.7121455323702515,2.9962546816479403
8091,4874,2,2.051702913418137,1.8465326220763234
8093,17390,18,2.3576768257619323,1.7826336975273147
8095,4530,-4,2.6490066225165565,3.3112582781456954
8097,17358,-26,2.1891923032607443,0.9217651803203134
8099,11999,-2,4.167013917826486,2.7502291857654804
8101,168162,250,2.3548720876297855,3.080362983313709
8103,6529,-5,1.9911165568999847,2.450604993107673
8105,11539,11,2.4265534275067164,3.4665048964381664
8107,24829,-19,2.45680454307463,1.691570341133352
8109,6368,34,1.256281407035176,2.198492462311558
8111,705,9,1.4184397163120568,2.8368794326241136
8113,8072,-20,1.6105054509415262,0.9910802775024776
8115,2404,-1,2.4958402662229617,6.655574043261232
8117,31055,-94,2.0608597649331832,0.7728224118499436
8119,24710,55,1.7806556050182112,2.3067583974099555
8121,4817,3,1.4531866306829977,3.3215694415611376
8123,328981,2066,3.4226900641678393,1.8025357087491376
8125,9988,-9,2.5030036043251904,2.803364036844213
9001,957419,NA,NA,NA
9003,899498,NA,NA,NA
9005,185186,NA,NA,NA
9007,164245,NA,NA,NA
9009,864835,NA,NA,NA
9011,268555,NA,NA,NA
9013,149788,NA,NA,NA
9015,116418,NA,NA,NA
9110,NA,-10512,NA,NA
9120,NA,-1098,NA,NA
9130,NA,-650,NA,NA
9140,NA,-652,NA,NA
9150,NA,-66,NA,NA
9160,NA,-89,NA,NA
9170,NA,-4739,NA,NA
9180,NA,-1623,NA,NA
9190,NA,-1581,NA,NA
10001,181851,431,2.870481878021017,2.837487833446063
10003,570719,38,2.6510419313182143,2.7263854891811907
10005,237378,1788,2.2917035277068645,3.736656303448508
11001,689545,-15425,3.1716566721533765,2.906264275718046
12001,278468,1294,2.143872904606633,1.939181521754744
12003,28259,-141,3.6448565058919282,2.5478608584875615
12005,175216,-612,2.4198703314765773,2.688110674824217
12007,28303,-64,2.685227714376568,2.932551319648094
12009,606612,3175,1.9155572260357527,3.171714374262296
12011,1944375,-1984,2.5149469623915137,2.1996785599485698
12013,13648,98,2.0515826494724503,3.8100820633059787
12015,186847,1966,1.3647529797106723,4.195946416051636
12017,153843,1399,1.6640341126993103,4.959601671834272
12019,218245,686,2.350569314302733,2.4101353982909113
12021,375752,1983,1.9773680512678573,2.560199280376419
12023,69698,40,2.8121323423914606,2.7116990444489084
12027,33976,158,2.325170708735578,3.384742170944196
12029,16759,-22,1.253058058356704,3.5204964496688347
12031,995567,1430,2.9812157293281114,2.3192813743324154
12033,321905,710,2.861092558363492,3.0443764464671257
12035,115378,1043,1.3174088647749138,3.622874378131013
12037,12451,33,1.204722512248012,2.409445024496024
12039,43826,-316,2.4871081093414866,3.354173321772464
12041,17864,27,2.7989252127183164,2.966860725481415
12043,12126,-17,1.2370113805047005,2.803892462477321
12045,14192,89,2.254791431792559,3.5231116121758737
12047,14004,-221,2.9991431019708656,2.9991431019708656
12049,25327,-22,3.1981679630433923,2.250562640660165
12051,39619,66,3.0540902092430398,2.372599005527651
12053,194515,1650,1.9689998200652907,3.8351798061846134
12055,101235,410,1.8076752111423915,4.336444905418087
12057,1459762,5717,2.7278419358772186,2.0695154415582815
12059,19653,-44,2.086195491782425,3.561797181091945
12061,159788,1103,1.7398052419455778,3.748717050091371
12063,47319,-145,2.4091802447219934,3.4447050867516222
12065,14510,-65,2.1364576154376294,4.066161268090972
12067,8226,-6,1.9450522732798443,1.7019207391198639
12069,383956,2925,2.0991988665367907,3.0810822073362574
12071,760822,5827,2.1608207964543613,2.719427145902721
12073,292198,1709,2.4880389325046712,1.8514842675172314
12075,42915,227,2.283583828498194,3.5651869975533033
12077,7974,-141,2.6335590669676447,2.382743917732631
12079,17968,-66,2.894033837934105,4.062778272484416
12081,399710,2562,2.0664982112031223,3.0672237372094773
12083,375908,2310,2.1734041307979615,3.591304255296509
12085,158431,508,1.9125044972259218,3.402111960411788
12086,2701767,-6547,2.447657403469655,2.240015515771715
12087,82874,0,2.05130680309868,2.3288365470473247
12089,90352,799,2.2135647246325485,2.7005489640517086
12091,211668,202,3.0236030009259784,2.2204584538050156
12093,39644,-20,3.758450206840884,3.0773887599636764
12095,1429908,-413,2.636533259482428,1.5392598684670622
12097,388656,2140,2.7710880573051746,1.7110246593388498
12099,1492191,2985,2.2275968693015837,2.860893813191475
12101,561891,5318,2.080474682812147,3.039735464707568
12103,959107,2246,1.826699210828406,3.330181095539914
12105,725046,5784,2.5570791370478565,2.7584456710332863
12107,73321,133,2.5640675931861265,3.7233534730841096
12109,273425,4144,1.8432842644235163,2.040779007040322
12111,329226,2693,2.1839101407543753,2.8673312557331436
12113,188000,950,2.4468085106382977,2.026595744680851
12115,434006,3686,1.5529739220195113,3.8294401459887655
12117,470856,216,2.4126272151146,1.9793737363440205
12119,129752,1178,0.8092360811394044,4.416116899932178
12121,43474,109,2.2312186594286243,3.611353912683443
12123,21796,-28,2.156358964947697,3.440998348320793
12125,16147,-563,2.3533783365331025,3.530067504799653
12127,553543,3471,1.9871988264687657,3.5841840651945738
12129,33764,125,2.606326264660585,2.487856888994195
12131,75305,708,2.61602815218113,2.642586813624593
12133,25318,27,2.0538747136424678,3.5942807488743185
13001,18444,-38,2.114508783344177,3.903708523096942
13003,8286,14,3.620564808110065,2.6550808592807145
13005,11140,-18,2.96229802513465,4.129263913824057
13007,2876,-15,2.7816411682892905,4.867872044506258
13009,43799,37,2.237494006712482,3.379072581565789
13011,18035,44,2.772387025228722,2.49514832270585
13013,83505,438,2.8860547272618406,2.167534878151009
13015,108901,437,2.83743950927907,2.9109007263477835
13017,17194,-15,2.966150982901012,3.7222286844247994
13019,18160,-13,2.9735682819383262,3.303964757709251
13021,157346,-360,3.1459331663976204,3.0251801761722574
13023,12583,-39,2.543113724866884,3.7351982833982356
13025,18021,25,2.774540813495366,3.162976527384718
13027,16301,-26,3.005950555180664,3.312680203668487
13029,44738,244,3.151683132907148,1.832893736867987
13031,81099,205,2.6634113860836757,1.948236106487133
13033,24596,36,2.927305252886648,2.927305252886648
13035,25434,147,2.791538884957144,3.7351576629708263
13037,5573,6,2.3326753992463662,3.409294814283151
13039,54768,79,3.1040023371311714,1.8076248904469765
13043,10981,42,2.458792459703124,3.2783899462708312
13045,119148,250,3.3152046194648674,2.685735387920905
13047,67872,143,2.48998114097124,2.828854314002829
13049,12518,33,1.4379293816903658,2.716088832081802
13051,295291,-416,2.888675916299515,2.3874754056168324
13053,9565,-105,4.600104547830632,1.5682174594877156
13055,24965,-19,2.283196475065091,3.4848788303625073
13057,266620,1370,2.5954542044857853,1.691546020553597
13059,128671,-256,2.4791911153251314,1.6009823503353513
13061,2848,-3,1.7556179775280898,5.969101123595506
13063,297595,-484,3.373712595977755,1.9052739461348476
13065,6749,-17,3.1115720847532966,3.5560823825751964
13067,766149,-668,2.693992943931272,1.7738064005826542
13069,43092,-36,2.923976608187134,3.132832080200501
13071,45898,-18,3.2245413743518236,3.1156041657588562
13073,156010,699,2.8716107941798605,1.8973142747259792
13075,17229,17,2.7279586743281676,3.598583783156306
13077,146158,511,2.5999261073632645,2.093624707508313
13079,12130,-11,2.8029678483099754,4.03957131079967
13081,20128,-50,3.0306041335453098,4.123608903020668
13083,16251,4,2.2152482924127743,3.261337763829918
13085,26798,290,2.3882379282035973,2.350921710575416
13087,29367,-10,2.0090577859502163,3.33707903429019
13089,764382,-1257,3.2784654793022336,1.8851830629188024
13091,19925,-31,2.0075282308657463,3.2120451693851946
13093,11208,-15,1.8736616702355462,4.996431120628123
13095,85790,-470,3.123907215293158,4.464389789019699
13097,144237,201,2.7038831922460953,2.0937762155341555
13099,10854,-25,3.0403537866224433,5.804311774461028
13101,3697,7,3.786854206113065,1.352447930754666
13103,64769,315,2.995260078123794,1.6983433432660686
13105,19637,58,2.3934409533024392,3.819320670163467
13107,22768,148,2.8548840477863666,3.162333099086437
13109,10774,-8,4.269537776127715,1.9491368108409133
13111,25319,188,1.4613531340100319,3.396658635807101
13113,119194,338,1.7953923855227611,2.231655955836703
13115,98584,7,2.6373448024020125,2.9720847196299602
13117,251283,1422,2.212644707361819,1.353056116012623
13119,23424,54,2.8603142076502732,3.2445355191256833
13121,1066710,1804,2.6248933637070992,1.897422917193989
13123,31353,102,2.5515899594935094,2.902433578923867
13125,2884,9,2.4271844660194173,1.0402219140083218
13127,84499,37,2.1775405626102082,2.9822838140096333
13129,57544,185,2.5545669400806337,2.693590991241485
13131,26236,-22,2.820551913401433,2.5156273822229
13133,18915,164,1.4274385408406025,2.8020089875759977
13135,957062,-413,2.7657560325245383,1.4220604307766895
13137,46031,133,2.911081662357976,3.475918402815494
13139,203136,421,3.0176827347195965,2.33833490863264
13141,8735,30,1.3737836290784202,7.441327990841442
13143,29919,144,2.7741568902703966,3.409204853103379
13145,34668,275,1.9903080650744203,2.740279220029999
13147,25828,72,2.439213256930463,3.252284342573951
13149,11412,47,2.9793200140203293,3.85559060637925
13151,240712,1021,2.3845923759513443,1.9733125062315133
13153,163633,597,2.8417250799044202,2.193933986420832
13155,9666,-11,3.103662321539417,3.8278501965652802
13157,75907,877,2.7138472077673996,2.5162369741921036
13159,14588,78,1.9879352892788593,2.1935837674801206
13161,14779,22,3.0448609513498885,3.2478516814398812
13163,15709,-7,1.8460754981220957,3.883124323636132
13165,8674,3,1.8445930366612866,4.035047267696564
13167,9189,-1,2.3941669387310918,2.9382957884427032
13169,28347,51,2.328288707799767,2.681059724133065
13171,18500,71,2.4864864864864864,3.459459459459459
13173,9877,40,2.9361142047180318,2.2273969828895415
13175,49570,-7,2.80411539237442,3.611055073633246
13177,33163,39,2.8043301269487078,2.5630974278563463
13179,65256,-205,5.14895182052225,1.5171018756895918
13181,7690,27,1.6905071521456436,3.1209362808842656
13183,16168,90,3.711034141514102,2.164769915883226
13185,118251,2,3.0781980702065943,2.0042113808762716
13187,33488,146,2.2097467749641666,1.821548017200191
13189,21632,-28,3.4208579881656807,3.23594674556213
13191,10975,30,1.8223234624145788,3.1890660592255125
13193,12082,-35,2.8141036252276117,4.7177619599404075
13195,30120,142,2.8220451527224437,2.456839309428951
13197,7498,34,1.8671645772205923,2.667377967457989
13199,20613,23,3.1048367535050696,4.317663610342987
13201,6000,-5,3.1666666666666665,4
13205,21755,-47,2.298322224775913,4.4587451160652725
13207,27957,131,2.468075973816933,3.5053832671602816
13209,8610,-28,2.5551684088269453,2.9036004645760745
13211,20097,104,2.6869682042095833,2.4381748519679554
13213,39973,8,2.9269757086033072,2.576739299026843
13215,206922,-98,3.213771372787814,2.711166526517238
13217,112483,283,2.8537645688681845,2.364801792270832
13219,41799,213,1.9617694203210605,1.9378454030000718
13221,14825,57,2.69814502529511,3.5075885328836423
13223,168661,745,2.816300152376661,1.8913678918066417
13225,27981,58,2.7161288016868586,3.109252707194168
13227,33216,177,2.257947976878613,3.2514450867052025
13229,19716,23,2.8910529519172248,2.738892270237371
13231,18889,47,2.4882206575255443,2.276457197310604
13233,42853,58,2.9402842274753223,2.7769351037266934
13235,9855,18,3.0441400304414,3.3485540334855406
13237,22047,149,2.3585975416156395,2.9482469270195493
13239,2235,-2,2.6845637583892614,6.7114093959731544
13241,16883,74,2.07309127524729,4.0869513712018
13243,6425,-19,2.8015564202334633,7.782101167315175
13245,206607,-277,3.3445139806492516,2.6814193129952035
13247,93570,49,2.511488725018703,2.2977450037405154
13249,4547,-13,3.078953155926985,2.4191774796569168
13251,14067,24,2.417004336390133,3.3411530532451836
13253,9147,1,1.7492073904012244,4.0450420903028315
13255,67306,175,3.1646509969393515,3.402371259620242
13257,26784,47,2.7628434886499407,3.173536439665472
13259,5314,-6,1.8818216033120059,3.1990967256304104
13261,29616,-71,2.9038357644516477,3.815505132360886
13263,5733,1,1.9187162044304902,3.663003663003663
13265,1559,8,1.2828736369467606,5.772931366260424
13267,22842,14,3.1520882584712373,2.4516242010331846
13269,7816,9,2.8147389969293757,3.5823950870010237
13271,12477,14,2.3242766690710908,4.408110924100344
13273,9185,-11,1.8508437670114315,5.661404463799673
13275,45798,3,2.9040569457181533,3.580942399231408
13277,41344,-2,3.36203560371517,2.9508513931888545
13279,27030,37,3.8845726970033296,3.551609322974473
13281,12493,100,1.3607620267349716,3.602017129592572
13283,6406,-5,2.9659694036840465,3.1220730565095223
13285,69426,-47,2.6503039207213437,3.4281105061504333
13287,9006,-11,2.77592715967133,3.6642238507661555
13289,8022,2,2.4931438544003988,4.238344552480678
13291,24632,260,1.6239038648911985,3.8161740824943164
13293,27700,76,3.176895306859206,4.296028880866426
13295,67654,135,2.7788453010908447,3.591805362580187
13297,96673,539,2.5343167171805985,2.7411997145014637
13299,36251,-2,3.310253510247993,4.082645995972525
13301,5215,8,1.7257909875359538,3.835091083413231
13303,19988,-37,2.4514708825295175,2.801681008605163
13305,30144,5,2.5544055201698512,2.952494692144374
